cpg_id,chr,mapinfo,genes,directions,n_t1_pairs,saliva_ok,blood_ok,buccal_ok,n_tissues_ok,rho_saliva_epic,rho_saliva_450k,rho_blood_epic,rho_blood_450k,rho_buccal_epic,rho_blood_saliva_450k,gene_annot,island_density,open_sea,design_type,saliva_amaze_raw,saliva_amaze_adj,blood_amaze_raw,blood_amaze_adj,buccal_amaze_raw,buccal_amaze_adj,grade,confirmed_tissues,hannon_cortical_raw,hannon_cortical_adj,hannon_cerebellum_raw,blood_hannon_ok,grade_v3,sommerer_buccal_R,buccal_sommerer_ok,n_independent_cohorts,grade_v4,strict_qc
cg24114444,5,74062053,GFM2,-1,1,TRUE,TRUE,TRUE,3,0.896103896103896,0.612121212121212,0.935064935064935,0.83030303030303,0.820779220779221,0.854545454545454,NSA2;GFM2;GFM2;GFM2,,FALSE,I,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,A,saliva;blood;buccal,0.7548,0.7041,0.7476,TRUE,A+,,FALSE,3,A+,FALSE
cg24231558,7,16626326,AC005014.2,-1,1,TRUE,TRUE,TRUE,3,0.751948051948052,0.551515151515151,0.753246753246753,0.818181818181818,0.61038961038961,0.442424242424242,,3,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.4947,0.431,0.4152,FALSE,B,0.5381,TRUE,2,B,TRUE
cg24307499,19,55494075,AC011476.3;NLRP2,1;1,2,TRUE,TRUE,TRUE,3,0.622077922077922,0.903030303030303,0.557142857142857,0.684848484848485,0.854545454545454,0.806060606060606,NLRP2,2,FALSE,I,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,A,blood,0.5735,0.5826,0.5819,TRUE,A+,0.4726,FALSE,2,A++,TRUE
cg24372256,21,43528868,UMODL1-AS1,-1,1,TRUE,TRUE,TRUE,3,0.793506493506493,0.781818181818182,0.546753246753247,0.927272727272727,0.545454545454545,0.806060606060606,UMODL1;UMODL1;C21orf128,3,FALSE,II,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,A,saliva;blood,0.7831,0.759,0.7963,TRUE,A+,0.4394,FALSE,3,A++,TRUE
cg24399337,10,42971251,BX322639.1;CCNYL2;LINC00839,-1;-1;-1,3,TRUE,TRUE,TRUE,3,0.850649350649351,0.563636363636364,0.736363636363636,0.515151515151515,0.835064935064935,0.806060606060606,LOC84856,,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.627,0.6583,0.5894,TRUE,B,0.5883,TRUE,3,B,TRUE
cg24503407,1,205819492,AC119673.2,1,1,TRUE,TRUE,TRUE,3,0.632467532467533,0.660606060606061,0.727272727272727,0.963636363636364,0.535064935064935,0.757575757575757,PM20D1,9,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.897,0.8513,0.9057,TRUE,B,0.7067,TRUE,3,B,TRUE
cg24519413,1,26490540,CNKSR1,1,1,TRUE,TRUE,TRUE,3,0.727272727272727,0.709090909090909,0.766233766233766,0.503030303030303,0.875324675324675,0.866666666666667,,,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.4184,0.3851,0.43,FALSE,B,0.3623,FALSE,1,B,TRUE
cg24524379,3,46600244,LRRC2,1,1,TRUE,TRUE,TRUE,3,0.718181818181818,0.684848484848485,0.545454545454545,0.6,0.696103896103896,0.563636363636364,LRRC2;LRRC2,2,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.7422,0.739,0.7074,TRUE,B,0.6865,TRUE,3,B,TRUE
cg24527560,10,42863508,BX322639.1;CCNYL2;LINC00839,-1;-1;-1,3,TRUE,TRUE,TRUE,3,0.868831168831169,0.83030303030303,0.798701298701299,0.733333333333333,0.906493506493506,0.878787878787879,LOC441666,3,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.8023,0.7836,0.7196,TRUE,B,0.7038,TRUE,3,B,TRUE
cg24598948,10,42863539,BX322639.1;CCNYL2;LINC00839,-1;-1;-1,3,TRUE,TRUE,TRUE,3,0.824675324675325,0.781818181818182,0.764935064935065,0.781818181818182,0.833766233766234,0.781818181818182,LOC441666,,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.8084,0.7974,0.7404,TRUE,B,0.7552,TRUE,3,B,TRUE
cg24637308,11,6592297,AC084337.1;RRP8,1;-1,2,TRUE,TRUE,TRUE,3,0.905194805194805,0.76969696969697,0.837662337662338,0.696969696969697,0.822077922077922,0.393939393939394,DNHD1,,FALSE,I,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,A,saliva,0.7839,0.7805,0.6543,TRUE,A+,,FALSE,3,A+,FALSE
cg24690094,11,67383802,GSTP1,1,1,TRUE,TRUE,TRUE,3,0.714285714285714,0.915151515151515,0.788311688311688,0.878787878787879,0.774025974025974,0.927272727272727,,7,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.6678,0.6385,0.6983,TRUE,B,0.5939,TRUE,3,B,TRUE
cg24693760,1,167509918,CREG1,-1,1,TRUE,TRUE,TRUE,3,0.772727272727273,0.648484848484848,0.918181818181818,0.818181818181818,0.677922077922078,0.745454545454545,,0,TRUE,II,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,A,saliva;blood;buccal,0.7152,0.7106,0.7684,TRUE,A+,,FALSE,3,A+,FALSE
cg24714864,10,42863550,BX322639.1;CCNYL2;LINC00839,-1;-1;-1,3,TRUE,TRUE,TRUE,3,0.814285714285714,0.83030303030303,0.674025974025974,0.515151515151515,0.890909090909091,0.624242424242424,LOC441666,,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.7507,0.7707,0.692,TRUE,B,0.6502,TRUE,3,B,TRUE
cg24794857,4,187113578,CYP4V2;FAM149A;KLKB1,-1;-1;-1,3,TRUE,TRUE,TRUE,3,0.564935064935065,0.915151515151515,0.758441558441558,0.721212121212121,0.754545454545455,0.636363636363636,CYP4V2,1,FALSE,II,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,A,saliva;blood;buccal,0.7191,0.7216,0.0292,TRUE,A+,0.329,FALSE,3,A++,TRUE
cg24829409,8,58192753,LINC00588,-1,1,TRUE,TRUE,TRUE,3,0.905194805194805,0.806060606060606,0.907792207792208,0.818181818181818,0.915584415584416,0.709090909090909,C8orf71,3,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.5905,0.4967,0.4619,TRUE,B,0.701,TRUE,3,B,TRUE
cg24846343,22,24311635,AC253536.6;AP000350.2;AP000350.6;AP000351.10;DDT;DDTL;GSTT1;GSTT2;GSTT2B;KB-226F1.1;MIF-AS1,-1;1;1;1;1;-1;1;-1;-1;1;1,11,TRUE,TRUE,TRUE,3,0.805194805194805,0.503030303030303,0.819480519480519,0.842424242424242,0.736363636363636,0.672727272727273,DDTL,0,TRUE,II,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,A,saliva;blood;buccal,0.7849,0.7391,0.6868,TRUE,A+,,FALSE,3,A+,FALSE
cg24920358,1,40204285,PPIE,1,1,TRUE,TRUE,TRUE,3,0.771428571428571,0.854545454545454,0.727272727272727,0.757575757575757,0.781818181818182,0.866666666666667,PPIE;PPIE;PPIE,7,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.6008,0.6106,0.541,TRUE,B,0.4843,FALSE,2,B,TRUE
cg24976563,14,24587638,PCK2,-1,1,TRUE,TRUE,TRUE,3,0.775324675324675,0.83030303030303,0.801298701298701,0.939393939393939,0.833766233766234,0.745454545454545,DCAF11;DCAF11;DCAF11;DCAF11;DCAF11,,FALSE,I,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,A,saliva;blood;buccal,0.7858,0.7621,0.7974,TRUE,A+,,FALSE,3,A+,FALSE
cg25243455,2,114033360,PAX8;PAX8-AS1,1;1,2,TRUE,TRUE,TRUE,3,0.523376623376623,0.624242424242424,0.571428571428571,0.76969696969697,0.788311688311688,0.672727272727273,PAX8;PAX8;PAX8;PAX8;PAX8;LOC440839,3,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.4143,0.5014,0.0003,FALSE,B,0.5462,TRUE,2,B,TRUE
cg25288140,17,41278341,NBR2,-1,1,TRUE,TRUE,TRUE,3,0.549350649350649,0.927272727272727,0.755844155844156,0.866666666666667,0.74025974025974,0.866666666666667,BRCA1;NBR2;BRCA1;BRCA1;BRCA1;BRCA1,11,FALSE,I,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,A,buccal,0.5229,0.5162,0.3766,TRUE,A+,0.5624,TRUE,3,A++,TRUE
cg25301532,20,43378953,AL118522.1,-1,1,TRUE,TRUE,TRUE,3,0.841558441558442,0.903030303030303,0.901298701298701,1,0.793506493506493,0.903030303030303,KCNK15,3,FALSE,I,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,A,saliva;blood,0.8466,0.8227,0.783,TRUE,A+,0.7389,TRUE,4,A++,TRUE
cg25343040,19,7542105,PEX11G,1,1,TRUE,TRUE,TRUE,3,0.68961038961039,0.854545454545454,0.519480519480519,0.709090909090909,0.51038961038961,0.842424242424242,PEX11G,3,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.4319,0.4523,0.3224,FALSE,B,0.1505,FALSE,1,B,TRUE
cg25351461,15,101094772,AC027020.2;PRKXP1,1;1,2,TRUE,TRUE,TRUE,3,0.624675324675325,0.903030303030303,0.622077922077922,0.83030303030303,0.58961038961039,0.866666666666667,,,FALSE,I,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,A,blood,0.6607,0.6058,0.6236,TRUE,A+,,FALSE,2,A+,FALSE
cg25498107,15,41100233,CCDC32,1,1,TRUE,TRUE,TRUE,3,0.854545454545454,0.721212121212121,0.841558441558442,0.878787878787879,0.828571428571429,0.721212121212121,DNAJC17;ZFYVE19,5,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.7429,0.7202,0.6912,TRUE,B,0.7007,TRUE,3,B,TRUE
cg25592907,11,73676012,UCP2,-1,1,TRUE,TRUE,TRUE,3,0.771428571428571,0.733333333333333,0.650649350649351,0.648484848484848,0.78961038961039,0.709090909090909,DNAJB13,4,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.5629,0.6046,0.4823,TRUE,B,0.4552,FALSE,2,B,TRUE
cg25677688,12,11176386,PRR4;TAS2R43;TAS2R64P,1;-1;-1,3,TRUE,TRUE,TRUE,3,0.911688311688312,0.539393939393939,0.85974025974026,0.915151515151515,0.893506493506493,0.745454545454545,TAS2R19;PRR4;PRH1,1,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.7813,0.7774,0.7454,TRUE,B,0.7234,TRUE,3,B,TRUE
cg25755428,19,13875111,MRI1,-1,1,TRUE,TRUE,TRUE,3,0.833766233766234,0.842424242424242,0.906493506493506,0.878787878787879,0.928571428571429,0.866666666666667,MRI1;MRI1,8,FALSE,I,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,A,saliva;blood;buccal,0.9058,0.9065,0.8957,TRUE,A+,0.7823,TRUE,4,A++,TRUE
cg25763306,1,7741216,AL359881.3,-1,1,TRUE,TRUE,TRUE,3,0.718181818181818,0.866666666666667,0.841558441558442,0.793939393939394,0.52987012987013,0.721212121212121,CAMTA1,1,FALSE,II,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,A,blood,0.7851,0.6898,0.7592,TRUE,A+,0.4385,FALSE,2,A++,TRUE
cg25811766,13,21894605,GRK6P1,1,1,TRUE,TRUE,TRUE,3,0.801298701298701,0.684848484848485,0.8,0.83030303030303,0.78961038961039,0.490909090909091,,2,FALSE,II,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,A,saliva,0.5573,0.5505,0.6488,TRUE,A+,0.4858,FALSE,3,A++,TRUE
cg25817165,18,72167213,CNDP2,-1,1,TRUE,TRUE,TRUE,3,0.824675324675325,0.684848484848485,0.723376623376623,0.587878787878788,0.854545454545454,0.636363636363636,CNDP2;CNDP2,1,FALSE,II,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,A,saliva;blood;buccal,0.6909,0.6967,0.3051,TRUE,A+,0.5889,TRUE,4,A++,TRUE
cg25838465,1,92012736,CDC7,1,1,TRUE,TRUE,TRUE,3,0.844155844155844,0.915151515151515,0.883116883116883,0.806060606060606,0.874025974025974,0.866666666666667,,3,FALSE,II,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,A,saliva;buccal,0.6958,0.6402,0.7669,TRUE,A+,0.7317,TRUE,4,A++,TRUE
cg26138821,11,89956704,AP000648.4;AP002364.1;DISC1FP1,1;-1;-1,3,TRUE,TRUE,TRUE,3,0.728571428571429,0.890909090909091,0.676623376623377,0.939393939393939,0.84025974025974,0.83030303030303,CHORDC1;CHORDC1,13,FALSE,II,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,A,saliva;blood;buccal,0.7741,0.7935,0.7939,TRUE,A+,0.4131,FALSE,3,A++,TRUE
cg26168224,5,2018326,AC124852.1,-1,1,TRUE,TRUE,TRUE,3,0.827272727272727,0.818181818181818,0.841558441558442,0.781818181818182,0.885714285714286,0.612121212121212,,,FALSE,II,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,A,saliva;blood;buccal,0.8252,0.8159,0.7932,TRUE,A+,,FALSE,3,A+,FALSE
cg26224354,7,1096374,C7ORF50,-1,1,TRUE,TRUE,TRUE,3,0.657142857142857,0.818181818181818,0.545454545454545,0.76969696969697,0.785714285714286,0.903030303030303,C7orf50;C7orf50;GPR146;C7orf50,,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.5771,0.6109,0.5408,TRUE,B,0.6655,TRUE,3,B,TRUE
cg26267481,5,33440240,AC034231.1,-1,1,TRUE,TRUE,TRUE,3,0.542857142857143,0.806060606060606,0.776623376623377,0.721212121212121,0.567532467532468,0.406060606060606,TARS,6,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.7775,0.7728,0.6336,TRUE,B,0.4073,FALSE,2,B,TRUE
cg26272248,8,145163034,GPAA1;WDR97,-1;1,2,TRUE,TRUE,TRUE,3,0.771428571428571,0.709090909090909,0.758441558441558,0.6,0.858441558441558,0.781818181818182,KIAA1875,3,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.797,0.7944,0.3337,TRUE,B,0.4869,FALSE,2,B,TRUE
cg26354017,1,205819088,AC119673.2,1,1,TRUE,TRUE,TRUE,3,0.858441558441558,0.890909090909091,0.871428571428571,0.878787878787879,0.707792207792208,0.987878787878788,PM20D1,,FALSE,I,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,A,saliva;blood,0.9491,0.878,0.937,TRUE,A+,,FALSE,3,A+,FALSE
cg26446133,18,72167187,CNDP2,-1,1,TRUE,TRUE,TRUE,3,0.755844155844156,0.745454545454545,0.753246753246753,0.806060606060606,0.537662337662338,0.43030303030303,CNDP2;CNDP2;CNDP2,2,FALSE,II,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,A,saliva;blood,0.6972,0.7188,0.7691,TRUE,A+,0.7058,TRUE,4,A++,TRUE
cg26513180,16,89883248,SPIRE2,1,1,TRUE,TRUE,TRUE,3,0.667532467532468,0.696969696969697,0.555844155844156,0.878787878787879,0.594805194805195,0.854545454545454,FANCA;FANCA,7,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.7833,0.6262,0.7554,TRUE,B,0.5232,TRUE,3,B,TRUE
cg26544932,18,77134537,ATP9B,-1,1,TRUE,TRUE,TRUE,3,0.901298701298701,0.866666666666667,0.88961038961039,0.963636363636364,0.925974025974026,0.854545454545454,ATP9B,,FALSE,II,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,A,saliva;blood,0.8019,0.8205,0.8027,TRUE,A+,,FALSE,3,A+,FALSE
cg26665480,2,98280029,AC017099.1;AC159540.1;AC159540.2;ANKRD36B,-1;-1;1;-1,4,TRUE,TRUE,TRUE,3,0.724675324675325,0.903030303030303,0.755844155844156,0.83030303030303,0.802597402597403,0.745454545454545,ACTR1B,3,FALSE,I,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,A,saliva;blood;buccal,0.7973,0.7741,0.7997,TRUE,A+,0.6897,TRUE,4,A++,TRUE
cg26677194,12,130822605,PIWIL1,-1,1,TRUE,TRUE,TRUE,3,0.716883116883117,0.890909090909091,0.761038961038961,0.721212121212121,0.875324675324675,0.672727272727273,PIWIL1,7,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.7474,0.6549,0.7132,TRUE,B,0.6938,TRUE,3,B,TRUE
cg26748794,16,88804051,AC138028.1;AC138028.2,1;1,2,TRUE,TRUE,TRUE,3,0.851948051948052,0.903030303030303,0.848051948051948,0.793939393939394,0.807792207792208,0.842424242424242,FAM38A,4,FALSE,I,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,A,blood,0.8323,0.8264,0.6722,TRUE,A+,0.5307,TRUE,3,A++,TRUE
cg26855724,1,75198818,AC135803.1;CRYZ;TYW3,-1;-1;-1,3,TRUE,TRUE,TRUE,3,0.807792207792208,0.927272727272727,0.696103896103896,0.709090909090909,0.724675324675325,0.745454545454545,TYW3;CRYZ;TYW3;CRYZ;CRYZ;CRYZ;TYW3;CRYZ;CRYZ;CRYZ;CRYZ,13,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.569,0.5387,0.5931,TRUE,B,0.3164,FALSE,2,B,TRUE
cg26924012,15,45694286,AC051619.2;AC051619.4;SLC28A2;SPATA5L1,-1;-1;-1;1,4,TRUE,TRUE,TRUE,3,0.761038961038961,0.575757575757576,0.892207792207792,0.515151515151515,0.892207792207792,0.0181818181818182,SPATA5L1;SPATA5L1,11,FALSE,II,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,A,saliva;blood;buccal,0.7314,0.7203,0.6674,TRUE,A+,0.4733,FALSE,3,A++,TRUE
cg27080085,10,42971011,BX322639.1;CCNYL2;LINC00839,-1;-1;-1,3,TRUE,TRUE,TRUE,3,0.801298701298701,0.612121212121212,0.758441558441558,0.575757575757576,0.724675324675325,0.76969696969697,LOC84856,4,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.63,0.625,0.4297,TRUE,B,0.4459,FALSE,2,B,TRUE
cg27084952,16,980146,AL031008.1;LMF1,-1;-1,2,TRUE,TRUE,TRUE,3,0.866233766233766,0.684848484848485,0.916883116883117,0.83030303030303,0.933766233766234,0.636363636363636,LMF1,,FALSE,II,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,A,saliva;blood;buccal,0.824,0.8265,0.8067,TRUE,A+,0.8043,TRUE,4,A++,TRUE
cg27098804,11,60776124,CD6,-1,1,TRUE,TRUE,TRUE,3,0.518181818181818,0.503030303030303,0.775324675324675,0.612121212121212,0.598701298701299,0.903030303030303,CD6,4,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.5498,0.4535,0.4827,TRUE,B,0.437,FALSE,2,B,TRUE
cg27119456,10,42863173,BX322639.1;LINC00839,-1;-1,2,TRUE,TRUE,TRUE,3,0.816883116883117,0.878787878787879,0.78961038961039,0.575757575757576,0.925974025974026,0.818181818181818,LOC441666,5,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.7977,0.7909,0.6747,TRUE,B,0.7283,TRUE,3,B,TRUE
cg27144592,16,783916,CIAO3,1,1,TRUE,TRUE,TRUE,3,0.723376623376623,0.854545454545454,0.827272727272727,0.806060606060606,0.894805194805195,0.878787878787879,NARFL,2,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.7487,0.7206,0.6381,TRUE,B,0.6079,TRUE,3,B,TRUE
cg27524531,16,711706,PIGQ;RAB40C;WFIKKN1,1;-1;-1,3,TRUE,TRUE,TRUE,3,0.824675324675325,0.83030303030303,0.790909090909091,0.757575757575757,0.836363636363636,0.733333333333333,WDR90,3,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.6012,0.5752,-0.1932,TRUE,B,,FALSE,2,B,FALSE
cg00056497,10,134785521,CFAP46;LINC01168,-1;1,2,TRUE,TRUE,FALSE,2,0.585714285714286,0.672727272727273,0.772727272727273,0.781818181818182,0.416883116883117,0.806060606060606,,0,TRUE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.4464,0.4318,0.1009,FALSE,B,0.3189,FALSE,1,B,TRUE
cg00071950,4,10020882,SLC2A9,-1,1,TRUE,FALSE,TRUE,2,0.537662337662338,0.721212121212121,0.697402597402597,0.272727272727273,0.5,0.393939393939394,SLC2A9;SLC2A9,3,FALSE,II,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,B,,0.6862,0.6121,0.5856,TRUE,B,0.4089,FALSE,2,B,TRUE
cg00101154,16,420108,PGAP6,1,1,TRUE,TRUE,FALSE,2,0.567532467532468,0.878787878787879,0.885714285714286,0.939393939393939,0.28961038961039,0.793939393939394,MRPL28,7,FALSE,II,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,A,blood,0.8568,0.8651,0.6561,TRUE,A+,0.5776,TRUE,3,A++,TRUE
cg00155535,12,132671473,LINC02361,1,1,FALSE,TRUE,TRUE,2,0.515584415584416,0.2,0.875324675324675,0.781818181818182,0.753246753246753,0.466666666666667,,4,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.619,0.6293,0.2885,TRUE,B,0.4966,FALSE,2,B,TRUE
cg00270625,22,51017019,CHKB;CHKB-DT;CPT1B,1;-1;1,3,FALSE,TRUE,TRUE,2,0.379220779220779,0.503030303030303,0.533766233766234,0.515151515151515,0.592207792207792,0.709090909090909,CPT1B;CPT1B;CPT1B;CPT1B;CHKB-CPT1B;CPT1B;CPT1B;CPT1B;CPT1B;CPT1B;CPT1B;CPT1B,12,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.3997,0.3636,-0.1735,FALSE,B,0.16,FALSE,1,B,TRUE
cg00280220,17,61926910,FTSJ3,1,1,TRUE,FALSE,TRUE,2,0.5,0.660606060606061,0.371428571428571,0.466666666666667,0.72987012987013,0.806060606060606,,5,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.4313,0.3985,0.4082,FALSE,B,0.3101,FALSE,1,B,TRUE
cg00325661,8,49890786,EFCAB1,-1,1,FALSE,TRUE,TRUE,2,0.625974025974026,0.43030303030303,0.601298701298701,0.587878787878788,0.823376623376623,0.0424242424242424,,4,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.4721,0.4392,0.5533,FALSE,B,0.3106,FALSE,1,B,TRUE
cg00343986,7,65444356,AC006001.2,-1,1,TRUE,FALSE,TRUE,2,0.605194805194805,0.648484848484848,0.809090909090909,-0.127272727272727,0.690909090909091,-0.442424242424242,GUSB,,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.1592,0.1713,0.3466,FALSE,B,0.0202,FALSE,1,B,TRUE
cg00475140,10,91404454,KIF20B;LINC00865,1;-1,2,FALSE,TRUE,TRUE,2,0.45974025974026,0.587878787878788,0.627272727272727,0.806060606060606,0.625974025974026,0.539393939393939,PANK1;PANK1;PANK1,3,FALSE,II,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,A,blood;buccal,0.2221,0.2757,0.1126,FALSE,A,0.1589,FALSE,2,A,TRUE
cg00584026,4,942342,DGKQ,1,1,TRUE,FALSE,TRUE,2,0.564935064935065,0.503030303030303,0.374025974025974,0.721212121212121,0.502597402597403,0.563636363636364,TMEM175,6,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,-0.0966,-0.149,-0.2366,FALSE,B,0.0555,FALSE,1,B,TRUE
cg00596184,16,69350052,COG8;VPS4A,-1;-1,2,TRUE,FALSE,TRUE,2,0.594805194805195,0.551515151515151,0.641558441558442,0.236363636363636,0.518181818181818,0.672727272727273,VPS4A,,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.7242,0.735,0.7133,TRUE,B,0.3997,FALSE,2,B,TRUE
cg00750606,1,20899121,CDA,-1,1,TRUE,FALSE,TRUE,2,0.507792207792208,0.587878787878788,0.0116883116883117,0.6,0.507792207792208,0.757575757575757,,0,TRUE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.4512,0.3991,0.3303,FALSE,B,0.3779,FALSE,1,B,TRUE
cg00771483,15,101097656,AC027020.2;PRKXP1,1;1,2,FALSE,TRUE,TRUE,2,0.375324675324675,0.539393939393939,0.525974025974026,0.806060606060606,0.520779220779221,0.757575757575757,,,FALSE,II,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,A,blood,0.617,0.5399,0.575,TRUE,A+,,FALSE,2,A+,FALSE
cg00815214,21,47717953,PCNT;YBEY,-1;1,2,TRUE,FALSE,TRUE,2,0.636363636363636,0.575757575757576,0.366233766233766,0.636363636363636,0.822077922077922,0.527272727272727,,3,FALSE,II,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,A,buccal,0.3522,0.5038,0.2273,FALSE,A+,0.3353,FALSE,1,A++,TRUE
cg00933542,6,150070202,AL355312.1;AL355312.2;LATS1;ULBP2,1;1;1;1,4,FALSE,TRUE,TRUE,2,0.492207792207792,0.939393939393939,0.658441558441558,0.745454545454545,0.692207792207792,0.757575757575757,PCMT1,4,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.5698,0.5604,0.471,TRUE,B,0.4593,FALSE,2,B,TRUE
cg01135259,11,1674211,KRTAP5-AS1,-1,1,TRUE,TRUE,FALSE,2,0.633766233766234,0.575757575757576,0.735064935064935,0.939393939393939,0.442857142857143,0.721212121212121,HCCA2,6,FALSE,I,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,A,saliva;blood,0.6923,0.7114,0.7923,TRUE,A+,0.7108,TRUE,4,A++,TRUE
cg01310397,3,195490033,SDHAP1,1,1,TRUE,FALSE,TRUE,2,0.77012987012987,0.793939393939394,0.814285714285714,0.36969696969697,0.8,0.6,MUC4;MUC4;MUC4,7,FALSE,II,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,A,saliva,0.7901,0.733,0.7329,TRUE,A+,0.6041,TRUE,4,A++,TRUE
cg01394167,4,9479622,AC108519.1,1,1,TRUE,FALSE,TRUE,2,0.790909090909091,0.587878787878788,0.705194805194805,0.43030303030303,0.785714285714286,0.818181818181818,,,FALSE,II,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,A,saliva;buccal,0.7337,0.6727,0.6817,TRUE,A+,,FALSE,3,A+,FALSE
cg01472464,2,3383078,TRAPPC12,-1,1,FALSE,TRUE,TRUE,2,0.484415584415584,0.757575757575757,0.532467532467532,0.757575757575757,0.754545454545455,0.733333333333333,TTC15;TSSC1,6,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.4084,0.4184,0.4044,FALSE,B,0.4219,FALSE,1,B,TRUE
cg01570938,3,195431866,MUC20;MUC20P1,1;-1,2,FALSE,TRUE,TRUE,2,0.438961038961039,0.466666666666667,0.527272727272727,0.842424242424242,0.68961038961039,0.309090909090909,,1,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.2424,0.2372,0.2135,FALSE,B,0.0032,FALSE,1,B,TRUE
